Assigned to cluster 47 | Clusters selected: 0 (4.56%) | RD Range of Selected: [1.05, 1.94] | Allelic Imbalance Range of Selected: [0.21, 0.40]
Assigned to cluster 1 | Clusters selected: 0 (100%), 1 (100%) | RD Range of Selected: [0.68, 1.77] | Allelic Imbalance Range of Selected: [0.00, 0.20]
Assigned to cluster -2 | Clusters selected: 0 (100%) | RD Range of Selected: [2.50, 2.91] | Allelic Imbalance Range of Selected: [0.02, 0.31]
Assigned to cluster 18 | Clusters selected: 0 (100%) | RD Range of Selected: [1.14, 1.14] | Allelic Imbalance Range of Selected: [0.00, 0.00]
Assigned to cluster 19 | Clusters selected: 0 (100%) | RD Range of Selected: [1.07, 1.07] | Allelic Imbalance Range of Selected: [0.39, 0.39]
Assigned to cluster 18 | Clusters selected: 0 (100%) | RD Range of Selected: [1.73, 1.73] | Allelic Imbalance Range of Selected: [0.00, 0.00]
Assigned to cluster 0 | Clusters selected: 0 (18.18%), 1 (100%) | RD Range of Selected: [2.33, 2.96] | Allelic Imbalance Range of Selected: [0.03, 0.18]
Assigned to cluster 19 | Clusters selected: 0 (100%) | RD Range of Selected: [1.17, 1.17] | Allelic Imbalance Range of Selected: [0.44, 0.44]
Assigned to cluster 47 | Clusters selected: 0 (100%) | RD Range of Selected: [2.49, 3.21] | Allelic Imbalance Range of Selected: [0.30, 0.50]
Assigned to cluster -2 | Clusters selected: 0 (100%), 1 (60%), 2 (0.08%), 3 (100%) | RD Range of Selected: [4.57, 6.39] | Allelic Imbalance Range of Selected: [0.11, 0.29]
Assigned to cluster -2 | Clusters selected: 0 (100%), 1 (0.05%), 2 (100%), 3 (50%), 4 (100%) | RD Range of Selected: [0.66, 1.79] | Allelic Imbalance Range of Selected: [0.50, 0.50]
Assigned to cluster 19 | Clusters selected: 0 (100%), 1 (0.62%), 2 (0.33%), 3 (4.49%), 4 (83.33%), 5 (33.33%), 6 (100%) | RD Range of Selected: [0.73, 1.24] | Allelic Imbalance Range of Selected: [0.08, 0.43]
Assigned to cluster 0 | Clusters selected: 0 (57.51%), 1 (8.33%), 2 (0.23%), 3 (0.42%), 4 (0.31%), 5 (82.35%), 6 (8.55%), 7 (50%), 8 (85.71%), 9 (2.63%), 10 (0.8%), 11 (25%), 12 (25%), 13 (33.33%) | RD Range of Selected: [1.02, 2.03] | Allelic Imbalance Range of Selected: [0.01, 0.24]
Assigned to cluster 6 | Clusters selected: 0 (0.59%), 1 (50%), 2 (66.67%), 3 (7.69%), 4 (1.55%), 5 (5.56%), 6 (4.05%), 7 (66.67%), 8 (60%), 9 (20%), 10 (25%), 11 (77.78%) | RD Range of Selected: [0.68, 1.60] | Allelic Imbalance Range of Selected: [0.00, 0.39]
Assigned to cluster 19 | Clusters selected: 0 (82.35%), 1 (7.14%), 2 (0.77%), 3 (4.82%), 4 (2.99%), 5 (75%), 6 (0.32%), 7 (15.97%), 8 (71.43%), 9 (16.67%), 10 (20%), 11 (14.29%), 12 (10%), 13 (66.67%), 14 (1.44%) | RD Range of Selected: [0.55, 2.16] | Allelic Imbalance Range of Selected: [0.06, 0.45]
Assigned to cluster 0 | Clusters selected: 0 (32.1%), 1 (33.33%), 2 (12.5%), 3 (28%), 4 (6.17%), 5 (11.11%), 6 (70.83%), 7 (0.94%), 8 (2.34%), 9 (25%), 10 (16.67%) | RD Range of Selected: [1.12, 2.19] | Allelic Imbalance Range of Selected: [0.00, 0.30]
Assigned to cluster 47 | Clusters selected: 0 (15%), 1 (11.11%), 2 (0.8%), 3 (10%), 4 (3.08%), 5 (100%), 6 (75.86%), 7 (25%), 8 (98.03%) | RD Range of Selected: [1.04, 2.46] | Allelic Imbalance Range of Selected: [0.13, 0.43]
Assigned to cluster 6 | Clusters selected: 0 (29.18%), 1 (0.14%) | RD Range of Selected: [0.66, 2.09] | Allelic Imbalance Range of Selected: [0.02, 0.43]
Assigned to cluster 19 | Clusters selected: 0 (25%), 1 (44.44%), 2 (0.4%), 3 (0.89%), 4 (41.18%), 5 (0.31%), 6 (26.35%), 7 (50%), 8 (37.5%), 9 (11.11%), 10 (14.29%), 11 (3.33%), 12 (4.76%), 13 (55.56%), 14 (0.65%) | RD Range of Selected: [0.63, 2.01] | Allelic Imbalance Range of Selected: [0.06, 0.47]
Assigned to cluster 5 | Clusters selected: 0 (20%), 1 (0.79%), 2 (9.64%) | RD Range of Selected: [0.78, 1.31] | Allelic Imbalance Range of Selected: [0.01, 0.35]
Assigned to cluster 1 | Clusters selected: 0 (74.51%), 1 (1.74%) | RD Range of Selected: [0.73, 1.04] | Allelic Imbalance Range of Selected: [0.01, 0.12]
Assigned to cluster 1 | Clusters selected: 0 (12.91%) | RD Range of Selected: [0.68, 1.21] | Allelic Imbalance Range of Selected: [0.01, 0.20]
Assigned to cluster 19 | Clusters selected: 0 (16.28%), 1 (0.25%), 2 (5.56%), 3 (0.07%), 4 (3.56%), 5 (9.72%), 6 (10%), 7 (25%) | RD Range of Selected: [0.77, 2.01] | Allelic Imbalance Range of Selected: [0.15, 0.47]
Assigned to cluster 10 | Clusters selected: 0 (77.35%), 1 (3.85%), 2 (0.15%) | RD Range of Selected: [0.68, 2.18] | Allelic Imbalance Range of Selected: [0.00, 0.30]
Assigned to cluster 8 | Clusters selected: 0 (44.44%), 1 (4.44%), 2 (25%), 3 (89.47%), 4 (1.26%), 5 (7.14%), 6 (70.49%), 7 (0.44%), 8 (0.24%), 9 (3.36%), 10 (50%), 11 (41.18%), 12 (41.67%), 13 (3.23%), 14 (45.45%) | RD Range of Selected: [0.93, 2.30] | Allelic Imbalance Range of Selected: [0.02, 0.43]
Assigned to cluster 18 | Clusters selected: 0 (0.46%), 1 (60.87%), 2 (7.69%), 3 (3.16%), 4 (31.71%), 5 (0.61%), 6 (6.15%), 7 (32.02%), 8 (0.78%), 9 (10.53%), 10 (7.69%), 11 (4.35%) | RD Range of Selected: [0.89, 2.27] | Allelic Imbalance Range of Selected: [0.00, 0.46]
Assigned to cluster 18 | Clusters selected: 0 (0.23%), 1 (23.33%), 2 (3.7%), 3 (1.2%), 4 (19.61%), 5 (0.61%), 6 (9.72%), 7 (10.05%), 8 (0.05%), 9 (0.39%), 10 (60%), 11 (13.64%) | RD Range of Selected: [0.95, 2.27] | Allelic Imbalance Range of Selected: [0.02, 0.46]
Assigned to cluster 19 | Clusters selected: 0 (31.82%), 1 (3.57%), 2 (0.61%), 3 (10%), 4 (8.2%), 5 (25.13%), 6 (7.14%), 7 (13.89%), 8 (14.81%) | RD Range of Selected: [0.86, 2.42] | Allelic Imbalance Range of Selected: [0.22, 0.47]
Assigned to cluster 19 | Clusters selected: 0 (0.65%), 1 (18.78%), 2 (1%) | RD Range of Selected: [0.77, 2.23] | Allelic Imbalance Range of Selected: [0.17, 0.47]
Assigned to cluster 19 | Clusters selected: 0 (26.67%), 1 (6.67%), 2 (0.43%), 3 (0.65%), 4 (0.24%), 5 (4.76%), 6 (0.08%), 7 (13.45%), 8 (21.48%), 9 (11.11%), 10 (4.35%), 11 (4.17%), 12 (5.26%), 13 (8.7%), 14 (22.86%) | RD Range of Selected: [0.80, 2.23] | Allelic Imbalance Range of Selected: [0.11, 0.47]
Assigned to cluster 6 | Clusters selected: 0 (24.62%) | RD Range of Selected: [0.57, 1.29] | Allelic Imbalance Range of Selected: [0.05, 0.43]
Assigned to cluster 6 | Clusters selected: 0 (19.86%), 1 (0.08%), 2 (5.26%) | RD Range of Selected: [0.57, 1.47] | Allelic Imbalance Range of Selected: [0.05, 0.43]
Assigned to cluster 25 | Clusters selected: 0 (0.09%), 1 (10.08%) | RD Range of Selected: [1.55, 2.21] | Allelic Imbalance Range of Selected: [0.04, 0.36]
Assigned to cluster 6 | Clusters selected: 0 (14.29%) | RD Range of Selected: [0.57, 1.42] | Allelic Imbalance Range of Selected: [0.14, 0.42]
Assigned to cluster 6 | Clusters selected: 0 (15.25%), 1 (5%), 2 (2.56%) | RD Range of Selected: [0.47, 1.99] | Allelic Imbalance Range of Selected: [0.21, 0.42]
Assigned to cluster 18 | Clusters selected: 0 (5.56%), 1 (14.27%), 2 (4.17%) | RD Range of Selected: [0.59, 2.42] | Allelic Imbalance Range of Selected: [0.00, 0.16]
Assigned to cluster 18 | Clusters selected: 0 (2.68%), 1 (6.25%), 2 (6.25%), 3 (0.09%), 4 (1.28%), 5 (28.95%), 6 (2.37%), 7 (5.88%), 8 (10.18%), 9 (1.15%), 10 (11.11%) | RD Range of Selected: [0.59, 2.42] | Allelic Imbalance Range of Selected: [0.00, 0.24]
Assigned to cluster 19 | Clusters selected: 0 (0.43%) | RD Range of Selected: [0.66, 1.03] | Allelic Imbalance Range of Selected: [0.29, 0.35]
Assigned to cluster 6 | Clusters selected: 0 (15.54%), 1 (0.11%) | RD Range of Selected: [0.54, 1.76] | Allelic Imbalance Range of Selected: [0.08, 0.40]
Assigned to cluster 19 | Clusters selected: 0 (1.1%), 1 (0.26%), 2 (0.64%), 3 (2.33%), 4 (3.6%), 5 (1.92%), 6 (4%), 7 (4.17%), 8 (2.78%) | RD Range of Selected: [0.62, 1.56] | Allelic Imbalance Range of Selected: [0.19, 0.37]
Assigned to cluster 6 | Clusters selected: 0 (11.26%), 1 (0.11%) | RD Range of Selected: [0.62, 1.34] | Allelic Imbalance Range of Selected: [0.10, 0.40]
Assigned to cluster 19 | Clusters selected: 0 (4.21%), 1 (3.03%), 2 (0.09%), 3 (1.18%), 4 (16.67%), 5 (1.15%), 6 (0.57%), 7 (11.38%), 8 (10.31%), 9 (23.08%), 10 (3.57%), 11 (12.5%), 12 (20%), 13 (7.69%) | RD Range of Selected: [0.72, 3.84] | Allelic Imbalance Range of Selected: [0.02, 0.46]
Assigned to cluster 10 | Clusters selected: 0 (30.43%), 1 (5.71%), 2 (1.88%), 3 (56.32%), 4 (6.17%), 5 (13.86%), 6 (8.25%), 7 (0.11%), 8 (0.34%), 9 (16.67%), 10 (22.22%) | RD Range of Selected: [0.67, 1.20] | Allelic Imbalance Range of Selected: [0.01, 0.43]
Assigned to cluster 18 | Clusters selected: 0 (1.1%), 1 (30.3%), 2 (7.89%), 3 (3.03%), 4 (1.88%), 5 (14.29%), 6 (27.03%), 7 (2.87%), 8 (3.81%), 9 (3.77%), 10 (42.64%), 11 (0.06%), 12 (0.38%), 13 (40%), 14 (20%), 15 (3.23%) | RD Range of Selected: [0.84, 5.51] | Allelic Imbalance Range of Selected: [0.01, 0.32]
Assigned to cluster 25 | Clusters selected: 0 (1.74%), 1 (38.71%), 2 (0.51%), 3 (1.77%), 4 (44.59%), 5 (17.19%), 6 (77.61%), 7 (8.16%) | RD Range of Selected: [1.35, 3.35] | Allelic Imbalance Range of Selected: [0.02, 0.29]
Assigned to cluster 6 | Clusters selected: 0 (39.98%), 1 (0.37%), 2 (1.88%), 3 (0.94%), 4 (1.83%), 5 (0.34%), 6 (50.94%), 7 (2%), 8 (75.59%) | RD Range of Selected: [0.47, 1.57] | Allelic Imbalance Range of Selected: [0.10, 0.39]
Assigned to cluster 6 | Clusters selected: 0 (10.28%), 1 (0.93%), 2 (0.16%), 3 (6.39%), 4 (1.47%), 5 (1.35%), 6 (5.36%), 7 (15.33%) | RD Range of Selected: [0.51, 1.45] | Allelic Imbalance Range of Selected: [0.04, 0.42]
Assigned to cluster 6 | Clusters selected: 0 (1.04%), 1 (2.64%), 2 (0.48%), 3 (12.65%), 4 (5.41%), 5 (13.85%), 6 (1.96%), 7 (7.98%) | RD Range of Selected: [0.66, 2.09] | Allelic Imbalance Range of Selected: [0.02, 0.43]
Assigned to cluster 10 | Clusters selected: 0 (10.81%), 1 (1.59%), 2 (2.37%), 3 (19.26%), 4 (1.83%), 5 (0.24%), 6 (4.41%), 7 (3.77%) | RD Range of Selected: [0.80, 2.67] | Allelic Imbalance Range of Selected: [0.04, 0.29]
Assigned to cluster 0 | Clusters selected: 0 (11.24%), 1 (2.59%), 2 (0.93%), 3 (5.88%), 4 (2.47%), 5 (5.88%) | RD Range of Selected: [1.08, 1.78] | Allelic Imbalance Range of Selected: [0.01, 0.24]
Assigned to cluster 18 | Clusters selected: 0 (2.63%), 1 (0.59%), 2 (3.17%), 3 (1.8%), 4 (1.33%), 5 (0.61%) | RD Range of Selected: [0.68, 1.27] | Allelic Imbalance Range of Selected: [0.00, 0.22]
Assigned to cluster 18 | Clusters selected: 0 (1.18%), 1 (3.38%), 2 (0.09%), 3 (0.61%) | RD Range of Selected: [0.73, 1.04] | Allelic Imbalance Range of Selected: [0.01, 0.29]
Assigned to cluster 18 | Clusters selected: 0 (5%), 1 (1.56%), 2 (1.92%), 3 (7.94%), 4 (0.92%), 5 (0.89%), 6 (5.54%), 7 (16.67%), 8 (1.85%), 9 (0.6%) | RD Range of Selected: [0.89, 1.77] | Allelic Imbalance Range of Selected: [0.00, 0.19]
Assigned to cluster 13 | Clusters selected: 0 (0.48%), 1 (3.03%), 2 (0.58%), 3 (3.08%), 4 (31.37%), 5 (5.56%), 6 (0.48%), 7 (29.9%), 8 (0.32%), 9 (6.9%), 10 (10.53%) | RD Range of Selected: [1.11, 1.98] | Allelic Imbalance Range of Selected: [0.03, 0.28]
