Assigned to cluster 18 | Clusters selected: 0 (68%) | RD Range of Selected: [0.51, 1.72] | Allelic Imbalance Range of Selected: [0.13, 0.25]
Assigned to cluster 4 | Clusters selected: 0 (21.43%), 1 (5.48%), 2 (11.11%) | RD Range of Selected: [1.13, 1.60] | Allelic Imbalance Range of Selected: [0.31, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (1.64%), 1 (0.68%), 2 (3.73%), 3 (12%) | RD Range of Selected: [0.57, 0.83] | Allelic Imbalance Range of Selected: [0.21, 0.49]
Assigned to cluster 2 | Clusters selected: 0 (1.21%), 1 (0.13%), 2 (1.67%), 3 (3.45%), 4 (10%), 5 (1.45%) | RD Range of Selected: [1.11, 1.43] | Allelic Imbalance Range of Selected: [0.03, 0.48]
Assigned to cluster 17 | Clusters selected: 0 (100%) | RD Range of Selected: [1.11, 1.20] | Allelic Imbalance Range of Selected: [0.17, 0.23]
Assigned to cluster 17 | Clusters selected: 0 (7.55%) | RD Range of Selected: [0.28, 0.44] | Allelic Imbalance Range of Selected: [0.05, 0.31]
Assigned to cluster 15 | Clusters selected: 0 (3.33%), 1 (0.72%) | RD Range of Selected: [1.11, 1.20] | Allelic Imbalance Range of Selected: [0.17, 0.23]
Assigned to cluster 4 | Clusters selected: 0 (8.96%), 1 (0.67%), 2 (1.58%), 3 (10.71%) | RD Range of Selected: [0.51, 0.81] | Allelic Imbalance Range of Selected: [0.08, 0.49]
Assigned to cluster 13 | Clusters selected: 0 (0.11%), 1 (6.67%), 2 (2.5%), 3 (6.25%) | RD Range of Selected: [1.22, 2.02] | Allelic Imbalance Range of Selected: [0.07, 0.49]
Assigned to cluster 4 | Clusters selected: 0 (2.74%), 1 (1.47%), 2 (0.89%), 3 (40%), 4 (25%), 5 (0.47%), 6 (0.76%) | RD Range of Selected: [0.04, 0.94] | Allelic Imbalance Range of Selected: [0.11, 0.49]
Assigned to cluster 6 | Clusters selected: 0 (2.24%), 1 (11.11%), 2 (0.47%), 3 (0.04%) | RD Range of Selected: [0.48, 0.62] | Allelic Imbalance Range of Selected: [0.34, 0.47]
Assigned to cluster 2 | Clusters selected: 0 (6.17%), 1 (1.45%), 2 (0.68%), 3 (0.9%), 4 (8.57%), 5 (0.47%), 6 (4.08%), 7 (0.71%) | RD Range of Selected: [0.55, 1.38] | Allelic Imbalance Range of Selected: [0.03, 0.22]
Assigned to cluster 23 | Clusters selected: 0 (1.43%), 1 (0.22%), 2 (10%), 3 (4.72%) | RD Range of Selected: [0.31, 0.55] | Allelic Imbalance Range of Selected: [0.15, 0.49]
Assigned to cluster 23 | Clusters selected: 0 (16.67%), 1 (28.57%), 2 (16.67%), 3 (42.78%) | RD Range of Selected: [0.23, 0.44] | Allelic Imbalance Range of Selected: [0.05, 0.48]
Assigned to cluster 25 | Clusters selected: 0 (1.8%) | RD Range of Selected: [0.51, 1.61] | Allelic Imbalance Range of Selected: [0.12, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (3.45%), 1 (1.1%), 2 (5.26%), 3 (2.78%), 4 (0.51%), 5 (8.58%), 6 (3.45%) | RD Range of Selected: [0.36, 0.95] | Allelic Imbalance Range of Selected: [0.17, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (1.09%), 1 (1.64%), 2 (2.7%), 3 (0.91%), 4 (9.09%) | RD Range of Selected: [0.51, 1.61] | Allelic Imbalance Range of Selected: [0.12, 0.49]
Assigned to cluster 2 | Clusters selected: 0 (1.8%), 1 (5.13%), 2 (1.01%) | RD Range of Selected: [1.19, 1.54] | Allelic Imbalance Range of Selected: [0.01, 0.22]
Assigned to cluster 6 | Clusters selected: 0 (1.14%), 1 (18.88%), 2 (20%), 3 (0.26%), 4 (4.88%), 5 (0.51%), 6 (0.18%) | RD Range of Selected: [0.43, 0.69] | Allelic Imbalance Range of Selected: [0.14, 0.48]
Assigned to cluster 18 | Clusters selected: 0 (3.3%), 1 (5%), 2 (0.67%), 3 (15.39%), 4 (0.39%), 5 (14.58%), 6 (1.49%) | RD Range of Selected: [0.45, 1.27] | Allelic Imbalance Range of Selected: [0.06, 0.33]
Assigned to cluster 25 | Clusters selected: 0 (1.09%), 1 (2.04%), 2 (3.21%) | RD Range of Selected: [0.58, 1.24] | Allelic Imbalance Range of Selected: [0.14, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (0.89%), 1 (0.39%), 2 (7.55%), 3 (6.45%) | RD Range of Selected: [0.58, 1.07] | Allelic Imbalance Range of Selected: [0.29, 0.49]
Assigned to cluster 18 | Clusters selected: 0 (1.08%), 1 (4.76%), 2 (6.25%), 3 (1.85%), 4 (3.92%), 5 (0.05%) | RD Range of Selected: [0.58, 1.22] | Allelic Imbalance Range of Selected: [0.07, 0.41]
Assigned to cluster 25 | Clusters selected: 0 (0.11%), 1 (2.66%), 2 (1.92%), 3 (2.01%) | RD Range of Selected: [0.58, 1.29] | Allelic Imbalance Range of Selected: [0.04, 0.48]
Assigned to cluster 25 | Clusters selected: 0 (1.61%), 1 (1.32%) | RD Range of Selected: [0.61, 0.78] | Allelic Imbalance Range of Selected: [0.39, 0.49]
Assigned to cluster 19 | Clusters selected: 0 (2.11%), 1 (6.06%), 2 (1.56%), 3 (3.13%) | RD Range of Selected: [0.64, 1.94] | Allelic Imbalance Range of Selected: [0.22, 0.36]
Assigned to cluster 2 | Clusters selected: 0 (1.41%) | RD Range of Selected: [1.29, 1.42] | Allelic Imbalance Range of Selected: [0.04, 0.04]
Assigned to cluster 8 | Clusters selected: 0 (10%), 1 (15.38%), 2 (100%), 3 (0.7%) | RD Range of Selected: [1.66, 1.97] | Allelic Imbalance Range of Selected: [0.03, 0.30]
Assigned to cluster 2 | Clusters selected: 0 (21.1%), 1 (0.67%), 2 (13.33%), 3 (8.22%), 4 (1.56%) | RD Range of Selected: [1.05, 1.83] | Allelic Imbalance Range of Selected: [0.00, 0.21]
Assigned to cluster 25 | Clusters selected: 0 (1.04%) | RD Range of Selected: [0.65, 0.65] | Allelic Imbalance Range of Selected: [0.11, 0.11]
Assigned to cluster 25 | Clusters selected: 0 (0.88%), 1 (5.58%) | RD Range of Selected: [0.50, 0.89] | Allelic Imbalance Range of Selected: [0.41, 0.48]
Assigned to cluster 25 | Clusters selected: 0 (0.57%), 1 (0.22%), 2 (0.13%), 3 (0.51%), 4 (0.69%) | RD Range of Selected: [0.35, 1.29] | Allelic Imbalance Range of Selected: [0.39, 0.49]
Assigned to cluster 18 | Clusters selected: 0 (0.12%), 1 (12.73%), 2 (4.55%), 3 (5.88%), 4 (2.6%), 5 (22.64%), 6 (3.4%), 7 (10.45%), 8 (0.45%) | RD Range of Selected: [0.54, 1.24] | Allelic Imbalance Range of Selected: [0.04, 0.39]
Assigned to cluster 19 | Clusters selected: 0 (0.9%), 1 (8.33%) | RD Range of Selected: [0.75, 0.95] | Allelic Imbalance Range of Selected: [0.23, 0.36]
Assigned to cluster 19 | Clusters selected: 0 (10.48%), 1 (0.28%), 2 (9.54%), 3 (4.29%), 4 (5.88%), 5 (4.48%) | RD Range of Selected: [0.68, 1.98] | Allelic Imbalance Range of Selected: [0.08, 0.36]
Assigned to cluster 32 | Clusters selected: 0 (21.05%), 1 (1.41%), 2 (0.05%), 3 (1.35%), 4 (82.61%) | RD Range of Selected: [0.54, 2.92] | Allelic Imbalance Range of Selected: [0.07, 0.29]
Assigned to cluster 25 | Clusters selected: 0 (1.59%), 1 (0.41%), 2 (0.18%), 3 (2.86%) | RD Range of Selected: [0.54, 0.79] | Allelic Imbalance Range of Selected: [0.14, 0.42]
Assigned to cluster 25 | Clusters selected: 0 (0.14%), 1 (1.52%), 2 (8.03%), 3 (2.78%) | RD Range of Selected: [0.57, 0.90] | Allelic Imbalance Range of Selected: [0.38, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (5.56%), 1 (0.51%), 2 (1.39%) | RD Range of Selected: [0.31, 0.90] | Allelic Imbalance Range of Selected: [0.42, 0.48]
Assigned to cluster 5 | Clusters selected: 0 (19.17%), 1 (10%), 2 (2.74%), 3 (5.26%) | RD Range of Selected: [0.23, 0.77] | Allelic Imbalance Range of Selected: [0.05, 0.37]
Assigned to cluster 25 | Clusters selected: 0 (0.43%), 1 (0.65%), 2 (4.76%), 3 (2.27%) | RD Range of Selected: [0.49, 0.98] | Allelic Imbalance Range of Selected: [0.42, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (4.5%), 1 (8.33%), 2 (0.9%), 3 (2.56%) | RD Range of Selected: [0.73, 0.98] | Allelic Imbalance Range of Selected: [0.31, 0.49]
Assigned to cluster 23 | Clusters selected: 0 (0.64%), 1 (1.35%), 2 (10.53%), 3 (0.19%) | RD Range of Selected: [0.44, 0.58] | Allelic Imbalance Range of Selected: [0.31, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (2.39%), 1 (4.55%), 2 (6.56%), 3 (7.14%) | RD Range of Selected: [0.53, 1.00] | Allelic Imbalance Range of Selected: [0.27, 0.50]
Assigned to cluster 25 | Clusters selected: 0 (0.13%), 1 (1.64%), 2 (1.27%), 3 (1.3%), 4 (4.35%), 5 (0.14%), 6 (3.4%), 7 (2.33%) | RD Range of Selected: [0.52, 0.95] | Allelic Imbalance Range of Selected: [0.03, 0.49]
Assigned to cluster 6 | Clusters selected: 0 (0.81%), 1 (6.54%), 2 (17.86%), 3 (3.06%), 4 (0.1%) | RD Range of Selected: [0.44, 0.52] | Allelic Imbalance Range of Selected: [0.11, 0.49]
Assigned to cluster 4 | Clusters selected: 0 (3.75%), 1 (1.35%), 2 (4%), 3 (0.19%) | RD Range of Selected: [0.92, 1.28] | Allelic Imbalance Range of Selected: [0.11, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (0.13%), 1 (0.86%), 2 (3.9%), 3 (1.01%), 4 (4.44%) | RD Range of Selected: [0.55, 1.25] | Allelic Imbalance Range of Selected: [0.11, 0.48]
Assigned to cluster 10 | Clusters selected: 0 (0.81%), 1 (3.75%), 2 (34.9%), 3 (0.69%) | RD Range of Selected: [0.72, 2.47] | Allelic Imbalance Range of Selected: [0.02, 0.32]
Assigned to cluster 10 | Clusters selected: 0 (38.46%), 1 (3.45%), 2 (3.9%), 3 (80.88%), 4 (7.85%), 5 (2.17%), 6 (100%), 7 (13.21%), 8 (66.67%), 9 (4%) | RD Range of Selected: [0.72, 3.07] | Allelic Imbalance Range of Selected: [0.01, 0.32]
Assigned to cluster 26 | Clusters selected: 0 (0.35%), 1 (6.25%), 2 (5.8%), 3 (27.27%), 4 (0.82%), 5 (50%), 6 (5.66%) | RD Range of Selected: [1.37, 3.07] | Allelic Imbalance Range of Selected: [0.04, 0.37]
Assigned to cluster 2 | Clusters selected: 0 (4.67%), 1 (0.8%), 2 (0.72%), 3 (4.94%), 4 (2.22%), 5 (4.69%), 6 (3.64%), 7 (3.05%) | RD Range of Selected: [0.96, 1.92] | Allelic Imbalance Range of Selected: [0.02, 0.21]
Assigned to cluster 6 | Clusters selected: 0 (0.24%), 1 (3.33%), 2 (0.14%), 3 (1.22%), 4 (0.61%) | RD Range of Selected: [0.63, 1.43] | Allelic Imbalance Range of Selected: [0.03, 0.23]
Assigned to cluster 2 | Clusters selected: 0 (1.44%), 1 (0.71%), 2 (2.38%), 3 (0.78%), 4 (0.6%) | RD Range of Selected: [0.53, 2.22] | Allelic Imbalance Range of Selected: [0.04, 0.23]
Assigned to cluster 6 | Clusters selected: 0 (0.66%), 1 (16.75%), 2 (0.71%), 3 (3.23%), 4 (0.51%), 5 (1.14%), 6 (2.13%) | RD Range of Selected: [0.46, 1.34] | Allelic Imbalance Range of Selected: [0.33, 0.49]
Assigned to cluster 23 | Clusters selected: 0 (0.13%), 1 (1.4%), 2 (6.35%), 3 (0.05%) | RD Range of Selected: [0.38, 0.81] | Allelic Imbalance Range of Selected: [0.39, 0.47]
Assigned to cluster 9 | Clusters selected: 0 (23.81%), 1 (3.42%), 2 (0.41%), 3 (33.33%) | RD Range of Selected: [1.30, 1.73] | Allelic Imbalance Range of Selected: [0.21, 0.37]
Assigned to cluster 7 | Clusters selected: 0 (6.18%) | RD Range of Selected: [1.35, 2.53] | Allelic Imbalance Range of Selected: [0.04, 0.25]
Assigned to cluster 19 | Clusters selected: 0 (4.55%), 1 (1.28%), 2 (1.63%), 3 (72.77%), 4 (10.64%), 5 (0.77%), 6 (9.62%), 7 (20.29%) | RD Range of Selected: [0.66, 2.53] | Allelic Imbalance Range of Selected: [0.04, 0.41]
Assigned to cluster 2 | Clusters selected: 0 (9.85%), 1 (2.08%), 2 (2.17%), 3 (0.76%), 4 (2.82%), 5 (1.78%) | RD Range of Selected: [1.08, 1.99] | Allelic Imbalance Range of Selected: [0.00, 0.37]
Assigned to cluster 25 | Clusters selected: 0 (0.14%) | RD Range of Selected: [0.60, 0.66] | Allelic Imbalance Range of Selected: [0.47, 0.48]
Assigned to cluster 25 | Clusters selected: 0 (0.13%), 1 (4.98%) | RD Range of Selected: [0.53, 0.89] | Allelic Imbalance Range of Selected: [0.25, 0.49]
Assigned to cluster 2 | Clusters selected: 0 (2.1%), 1 (2.04%), 2 (0.76%), 3 (5.33%), 4 (2.87%) | RD Range of Selected: [1.21, 1.98] | Allelic Imbalance Range of Selected: [0.01, 0.37]
Assigned to cluster 4 | Clusters selected: 0 (12%), 1 (7.62%), 2 (3.85%), 3 (25%), 4 (1.32%) | RD Range of Selected: [0.89, 2.02] | Allelic Imbalance Range of Selected: [0.20, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (0.27%), 1 (0.79%), 2 (0.92%), 3 (4.34%), 4 (8.77%) | RD Range of Selected: [0.53, 0.85] | Allelic Imbalance Range of Selected: [0.25, 0.49]
Assigned to cluster 23 | Clusters selected: 0 (12.5%), 1 (16.49%) | RD Range of Selected: [0.32, 0.43] | Allelic Imbalance Range of Selected: [0.39, 0.48]
Assigned to cluster 6 | Clusters selected: 0 (0.79%), 1 (26.21%), 2 (6.06%), 3 (0.27%), 4 (1.01%), 5 (1.05%), 6 (0.57%), 7 (3.39%) | RD Range of Selected: [0.44, 0.67] | Allelic Imbalance Range of Selected: [0.14, 0.49]
Assigned to cluster 18 | Clusters selected: 0 (0.12%), 1 (6.62%), 2 (0.24%), 3 (2.94%), 4 (10.1%), 5 (0.93%), 6 (3.88%), 7 (0.24%), 8 (0.38%), 9 (1.67%) | RD Range of Selected: [0.53, 1.16] | Allelic Imbalance Range of Selected: [0.04, 0.48]
Assigned to cluster 25 | Clusters selected: 0 (0.27%), 1 (3.7%), 2 (0.96%), 3 (1.9%) | RD Range of Selected: [0.73, 0.94] | Allelic Imbalance Range of Selected: [0.32, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (0.27%), 1 (0.72%), 2 (7.85%), 3 (3.23%) | RD Range of Selected: [0.52, 0.90] | Allelic Imbalance Range of Selected: [0.32, 0.49]
Assigned to cluster 2 | Clusters selected: 0 (4.99%), 1 (4.59%), 2 (1.49%) | RD Range of Selected: [1.02, 1.44] | Allelic Imbalance Range of Selected: [0.01, 0.28]
Assigned to cluster 18 | Clusters selected: 0 (0.73%), 1 (0.24%), 2 (1.98%), 3 (0.46%), 4 (0.91%), 5 (0.05%), 6 (1.59%) | RD Range of Selected: [0.34, 1.10] | Allelic Imbalance Range of Selected: [0.13, 0.47]
Assigned to cluster 25 | Clusters selected: 0 (0.72%), 1 (1.18%), 2 (0.52%), 3 (3.01%) | RD Range of Selected: [0.51, 0.75] | Allelic Imbalance Range of Selected: [0.11, 0.49]
Assigned to cluster 4 | Clusters selected: 0 (13.79%), 1 (11.91%), 2 (0.68%), 3 (6.9%), 4 (2.65%), 5 (55.56%) | RD Range of Selected: [1.04, 2.70] | Allelic Imbalance Range of Selected: [0.17, 0.50]
Assigned to cluster 4 | Clusters selected: 0 (3.33%), 1 (12.2%), 2 (0.24%), 3 (12.12%), 4 (1.64%), 5 (1.56%) | RD Range of Selected: [0.66, 1.39] | Allelic Imbalance Range of Selected: [0.38, 0.49]
Assigned to cluster 18 | Clusters selected: 0 (6.76%), 1 (1.89%), 2 (29.41%), 3 (2.26%), 4 (12.4%), 5 (2.89%), 6 (3.03%) | RD Range of Selected: [0.51, 1.19] | Allelic Imbalance Range of Selected: [0.07, 0.33]
Assigned to cluster 2 | Clusters selected: 0 (0.5%), 1 (1.99%), 2 (0.77%), 3 (0.36%), 4 (4.35%) | RD Range of Selected: [0.53, 1.74] | Allelic Imbalance Range of Selected: [0.05, 0.37]
Assigned to cluster 18 | Clusters selected: 0 (0.13%), 1 (2.58%), 2 (0.76%), 3 (0.76%), 4 (1.43%) | RD Range of Selected: [0.74, 1.10] | Allelic Imbalance Range of Selected: [0.09, 0.26]
Assigned to cluster 23 | Clusters selected: 0 (1.27%), 1 (11.11%), 2 (6.38%) | RD Range of Selected: [0.17, 0.48] | Allelic Imbalance Range of Selected: [0.27, 0.47]
Assigned to cluster 23 | Clusters selected: 0 (6.38%) | RD Range of Selected: [0.18, 0.48] | Allelic Imbalance Range of Selected: [0.41, 0.47]
Assigned to cluster 19 | Clusters selected: 0 (1.26%), 1 (2.49%), 2 (0.76%), 3 (19.54%) | RD Range of Selected: [0.67, 1.08] | Allelic Imbalance Range of Selected: [0.21, 0.36]
Assigned to cluster 2 | Clusters selected: 0 (8.51%), 1 (6.71%), 2 (0.76%), 3 (0.75%), 4 (2.46%), 5 (1.14%) | RD Range of Selected: [1.01, 1.42] | Allelic Imbalance Range of Selected: [0.00, 0.22]
Assigned to cluster 1 | Clusters selected: 0 (0.51%), 1 (4.32%), 2 (7.77%), 3 (6.88%) | RD Range of Selected: [1.21, 1.68] | Allelic Imbalance Range of Selected: [0.02, 0.24]
Assigned to cluster 27 | Clusters selected: 0 (0.68%), 1 (0.71%), 2 (4.17%), 3 (8.42%), 4 (10%), 5 (8.43%) | RD Range of Selected: [1.77, 2.64] | Allelic Imbalance Range of Selected: [0.05, 0.41]
Assigned to cluster 16 | Clusters selected: 0 (0.13%), 1 (3.23%), 2 (77.78%), 3 (1.64%), 4 (9.68%), 5 (1.33%), 6 (0.53%) | RD Range of Selected: [1.07, 1.64] | Allelic Imbalance Range of Selected: [0.03, 0.31]
Assigned to cluster 18 | Clusters selected: 0 (3.82%), 1 (3.04%), 2 (0.99%), 3 (3.73%), 4 (0.33%) | RD Range of Selected: [0.90, 1.35] | Allelic Imbalance Range of Selected: [0.10, 0.36]
